时刻   状态       pose.en  Curl  握拳度R  握拳度L   CurrentSpeed
-----------------------------------------------------------------
== 比值 > 1.45 的帧 ==
 6.89   Atk1Rec   Y    30     1.547    1.460    13.07
 6.90   Atk1Rec   Y    30     1.547    1.461    12.30
 6.91   Atk1Rec   Y    30     1.547    1.462    11.52
 6.92   Atk1Rec   Y    30     1.547    1.462    10.71
 6.93   Atk1Rec   Y    30     1.547    1.462     9.90
 6.94   Atk1Rec   Y    30     1.547    1.462     8.92
 6.95   Atk1Rec   Y    30     1.547    1.462     8.19
 6.96   Atk1Rec   Y    30     1.547    1.462     7.40
 6.97   Walk      Y    30     1.547    1.462     6.69   ← 非攻击
 6.98   Walk      Y    30     1.547    1.462     5.52   ← 非攻击
 6.99   Walk      Y    30     1.547    1.462     5.15   ← 非攻击
 7.00   Walk      Y    30     1.547    1.462     4.82   ← 非攻击
 7.01   Walk      Y    30     1.547    1.462     4.48   ← 非攻击
 7.02   Walk      Y    30     1.547    1.462     4.14   ← 非攻击
 7.03   Walk      Y    30     1.547    1.462     3.81   ← 非攻击
 7.04   Walk      Y    30     1.547    1.462     3.49   ← 非攻击
 7.05   Walk      Y    30     1.547    1.462     3.16   ← 非攻击
 7.06   Walk      Y    30     1.547    1.462     2.79   ← 非攻击
 7.07   Walk      Y    30     1.547    1.462     2.47   ← 非攻击
 7.08   Walk      Y    30     1.547    1.462     2.15   ← 非攻击
 7.09   Walk      Y    30     1.547    1.462     1.85   ← 非攻击
 7.10   Walk      Y    30     1.547    1.462     1.54   ← 非攻击
 7.11   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.11   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.12   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.13   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.14   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.15   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.16   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.17   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.18   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.19   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.20   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.21   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.22   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.23   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.24   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.25   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.26   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.27   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.28   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.28   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.29   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.30   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.31   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.32   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.32   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.33   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.34   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.34   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.35   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.36   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.36   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.37   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.38   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.39   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.39   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.40   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.41   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.41   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.42   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.43   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.43   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.44   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.45   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.46   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.46   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.47   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.48   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.48   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.49   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.50   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.50   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.51   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.52   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.53   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.53   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.54   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.55   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.55   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.56   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.57   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.58   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.59   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.60   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.60   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.61   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.62   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.62   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.63   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.64   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.65   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.65   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.66   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 7.67   Walk      Y    30     1.547    1.462    13.07   ← 非攻击
 7.67   Walk      Y    30     1.547    1.461    12.61   ← 非攻击
 7.68   Walk      Y    30     1.547    1.459    12.12   ← 非攻击
 7.68   Walk      Y    30     1.547    1.456    11.64   ← 非攻击
 7.69   Walk      Y    30     1.547    1.449    11.11   ← 非攻击
 7.70   Walk      Y    30     1.547    1.436    10.58   ← 非攻击
 7.71   Walk      Y    30     1.547    1.411     9.94   ← 非攻击
 7.71   Walk      Y    30     1.547    1.385     9.49   ← 非攻击
 7.72   Walk      Y    30     1.547    1.345     8.93   ← 非攻击
 7.73   Atk1      Y    30     1.547    1.302     8.41
 7.73   Atk1      Y    30     1.547    1.274     7.89
 7.74   Atk1      Y    30     1.547    1.251     7.37
 7.75   Atk1      Y    30     1.547    1.233     6.81
 7.76   Atk1      Y    30     1.547    1.221     6.15
 7.76   Atk1      Y    30     1.547    1.220     5.47
 7.78   Atk1      Y    30     1.547    1.231     4.56
 7.79   Atk1      Y    30     1.547    1.245     3.51
 7.80   Atk1      Y    30     1.547    1.254     2.66
 7.81   Atk1      Y    30     1.547    1.255     1.69
 7.82   Atk1      Y    30     1.547    1.253     0.95
 7.83   Atk1      Y    30     1.547    1.253     0.15
 7.85   Atk1      Y    30     1.547    1.253     0.00
 7.85   Atk1      Y    30     1.547    1.253     0.00
 7.87   Atk1      Y    30     1.547    1.253     0.00
 7.88   Atk1      Y    30     1.547    1.253     0.00
 7.89   Atk1      Y    30     1.547    1.253     0.00
 7.90   Atk1      Y    30     1.547    1.253     0.00
 7.92   Atk1      Y    30     1.547    1.253     0.00
 7.93   Atk1      Y    30     1.547    1.252     0.00
 7.95   Atk1      Y    30     1.547    1.252     0.00
 7.96   Atk1      Y    30     1.547    1.252     0.00
 7.97   Atk1      Y    30     1.547    1.253     0.00
 7.98   Atk1      Y    30     1.547    1.253     0.00
 8.00   Atk1      Y    30     1.547    1.253     0.00
 8.01   Atk1      Y    30     1.547    1.253     0.00
 8.02   Atk1      Y    30     1.547    1.252     0.00
 8.03   Atk1      Y    30     1.547    1.251     0.00
 8.04   Atk1      Y    30     1.547    1.248     0.00
 8.05   Atk1      Y    30     1.547    1.243     0.00
 8.07   Atk1      Y    30     1.547    1.238     0.00
 8.08   Atk1Rec   Y    30     1.547    1.231     0.00
 8.09   Atk1Rec   Y    30     1.547    1.228     0.00
 8.10   Atk1Rec   Y    30     1.547    1.228     0.00
 8.11   Atk1Rec   Y    30     1.547    1.229     0.00
 8.12   Atk1Rec   Y    30     1.547    1.232     0.00
 8.13   Atk1Rec   Y    30     1.547    1.235     0.00
 8.14   Atk1Rec   Y    30     1.547    1.242     0.00
 8.15   Atk2      Y    30     1.547    1.253     0.00
 8.16   Atk2      Y    30     1.547    1.253     0.00
 8.17   Atk2      Y    30     1.547    1.253     0.00
 8.18   Atk2      Y    30     1.547    1.253     0.00
 8.19   Atk2      Y    30     1.547    1.253     0.00
 8.20   Atk2      Y    30     1.547    1.253     0.00
 8.21   Atk2      Y    30     1.547    1.253     0.00
 8.21   Atk2      Y    30     1.547    1.253     0.00
 8.22   Atk2      Y    30     1.547    1.253     0.00
 8.23   Atk2      Y    30     1.547    1.253     0.00
 8.23   Atk2      Y    30     1.547    1.251     0.00
 8.24   Atk2      Y    30     1.547    1.250     0.00
 8.25   Atk2      Y    30     1.547    1.251     0.00
 8.25   Atk2      Y    30     1.547    1.257     0.00
 8.26   Atk2      Y    30     1.547    1.266     0.00
 8.27   Atk2      Y    30     1.547    1.283     0.00
 8.27   Atk2      Y    30     1.547    1.301     0.00
 8.28   Atk2      Y    30     1.547    1.329     0.00
 8.29   Atk2      Y    30     1.547    1.375     0.00
 8.30   Atk2      Y    30     1.547    1.419     0.00
 8.30   Atk2      Y    30     1.547    1.468     0.00
 8.31   Atk2      Y    30     1.547    1.502     0.00
 8.32   Atk2      Y    30     1.547    1.529     0.00
 8.32   Atk2      Y    30     1.547    1.555     0.00
 8.33   Atk2      Y    30     1.547    1.574     0.00
 8.34   Atk2      Y    30     1.547    1.582     0.00
 8.34   Atk2      Y    30     1.547    1.580     0.00
 8.35   Atk2      Y    30     1.547    1.576     0.00
 8.36   Atk2      Y    30     1.547    1.573     0.00
 8.36   Atk2      Y    30     1.547    1.572     0.00
 8.37   Atk2      Y    30     1.547    1.571     0.00
 8.38   Atk2      Y    30     1.547    1.570     0.00
 8.39   Atk2      Y    30     1.547    1.568     0.00
 8.39   Atk2      Y    30     1.547    1.565     0.00
 8.40   Atk2      Y    30     1.547    1.563     0.00
 8.41   Atk2      Y    30     1.547    1.559     0.00
 8.41   Atk2      Y    30     1.547    1.555     0.00
 8.42   Atk2      Y    30     1.547    1.551     0.00
 8.43   Atk2      Y    30     1.547    1.546     0.00
 8.43   Atk2      Y    30     1.547    1.539     0.00
 8.44   Atk2      Y    30     1.547    1.533     0.00
 8.45   Atk2      Y    30     1.547    1.525     0.00
 8.46   Atk2      Y    30     1.547    1.518     0.00
 8.46   Atk2      Y    30     1.547    1.511     0.00
 8.47   Atk2      Y    30     1.547    1.505     0.00
 8.48   Atk2      Y    30     1.547    1.498     0.00
 8.48   Atk2      Y    30     1.547    1.493     0.00
 8.49   Atk2      Y    30     1.547    1.488     0.00
 8.50   Atk2      Y    30     1.547    1.485     0.00
 8.50   Atk2      Y    30     1.547    1.482     0.00
 8.51   Atk2      Y    30     1.547    1.480     0.00
 8.52   Atk2      Y    30     1.547    1.478     0.00
 8.52   Atk2      Y    30     1.547    1.478     0.00
 8.53   Atk2      Y    30     1.547    1.477     0.00
 8.54   Atk2      Y    30     1.547    1.476     0.00
 8.55   Atk2      Y    30     1.547    1.474     0.00
 8.55   Atk2      Y    30     1.547    1.472     0.00
 8.56   Atk2      Y    30     1.547    1.470     0.00
 8.57   Atk2      Y    30     1.547    1.467     0.00
 8.57   Atk2      Y    30     1.547    1.464     0.00
 8.58   Atk2Rec   Y    30     1.547    1.460     0.00
 8.59   Atk2Rec   Y    30     1.547    1.457     0.00
 8.60   Atk2Rec   Y    30     1.547    1.452     0.00
 8.60   Atk2Rec   Y    30     1.547    1.449     0.00
 8.61   Atk2Rec   Y    30     1.547    1.444     0.00
 8.62   Atk2Rec   Y    30     1.547    1.440     0.00
 8.62   Atk2Rec   Y    30     1.547    1.435     0.00
 8.63   Atk2Rec   Y    30     1.547    1.429     0.00
 8.64   Atk2Rec   Y    30     1.547    1.424     0.00
 8.64   Atk2Rec   Y    30     1.547    1.418     0.00
 8.65   Atk2Rec   Y    30     1.547    1.412     0.00
 8.66   Atk2Rec   Y    30     1.547    1.406     0.00
 8.66   Atk2Rec   Y    30     1.547    1.399     0.00
 8.67   Atk2Rec   Y    30     1.547    1.390     0.00
 8.68   Atk2Rec   Y    30     1.547    1.384     0.00
 8.69   Atk2Rec   Y    30     1.547    1.375     0.00
 8.69   Atk2Rec   Y    30     1.547    1.366     0.00
 8.70   Atk2Rec   Y    30     1.547    1.358     0.00
 8.71   Atk2Rec   Y    30     1.547    1.349     0.00
 8.71   Atk2Rec   Y    30     1.547    1.341     0.00
 8.72   Atk2Rec   Y    30     1.547    1.332     0.00
 8.73   Atk2Rec   Y    30     1.547    1.323     0.00
 8.73   Atk2Rec   Y    30     1.547    1.313     0.00
 8.74   Atk2Rec   Y    30     1.547    1.304     0.00
 8.75   Atk2Rec   Y    30     1.547    1.295     0.00
 8.75   Atk2Rec   Y    30     1.547    1.288     0.00
 8.76   Atk2Rec   Y    30     1.547    1.280     0.00
 8.77   Atk2Rec   Y    30     1.547    1.271     0.00
 8.78   Atk2Rec   Y    30     1.547    1.263     0.00
 8.78   Atk2Rec   Y    30     1.547    1.256     0.00
 8.79   Atk2Rec   Y    30     1.547    1.248     0.00
 8.80   Atk2Rec   Y    30     1.547    1.242     0.00
 8.80   Atk2Rec   Y    30     1.547    1.237     0.00
 8.81   Atk2Rec   Y    30     1.547    1.232     0.00
 8.82   Atk2Rec   Y    30     1.547    1.228     0.00
 8.82   Atk2Rec   Y    30     1.547    1.225     0.00
 8.83   Atk2Rec   Y    30     1.547    1.222     0.00
 8.84   Atk2Rec   Y    30     1.547    1.221     0.00
 8.84   Atk2Rec   Y    30     1.547    1.220     0.00
 8.85   Atk2Rec   Y    30     1.547    1.219     0.00
 8.86   Atk2Rec   Y    30     1.547    1.220     0.00
 8.86   Atk2Rec   Y    30     1.547    1.221     0.00
 8.87   Atk2Rec   Y    30     1.547    1.223     0.00
 8.88   Atk2Rec   Y    30     1.547    1.226     0.00
 8.89   Atk2Rec   Y    30     1.547    1.230     0.00
 8.89   Atk2Rec   Y    30     1.547    1.234     0.00
 8.90   Atk2Rec   Y    30     1.547    1.241     0.00
 8.91   Atk2Rec   Y    30     1.547    1.246     0.00
 8.91   Atk2Rec   Y    30     1.547    1.250     0.00
 8.92   Atk2Rec   Y    30     1.547    1.256     0.00
 8.93   Atk2Rec   Y    30     1.547    1.262     0.00
 8.93   Atk2Rec   Y    30     1.547    1.270     0.00
 8.94   Atk2Rec   Y    30     1.547    1.276     0.00
 8.95   Atk2Rec   Y    30     1.547    1.285     0.00
 8.96   Atk2Rec   Y    30     1.547    1.294     0.00
 8.96   Atk2Rec   Y    30     1.547    1.303     0.00
 8.97   Atk2Rec   Y    30     1.547    1.311     0.00
 8.98   Atk2Rec   Y    30     1.547    1.318     0.00
 8.98   Atk2Rec   Y    30     1.547    1.327     0.00
 8.99   Atk2Rec   Y    30     1.547    1.337     0.00
 9.00   Atk2Rec   Y    30     1.547    1.345     0.00
 9.00   Atk2Rec   Y    30     1.547    1.352     0.00
 9.01   Atk2Rec   Y    30     1.547    1.359     0.00
 9.02   Atk2Rec   Y    30     1.547    1.367     0.00
 9.03   Atk2Rec   Y    30     1.547    1.375     0.00
 9.03   Atk2Rec   Y    30     1.547    1.381     0.00
 9.04   Atk2Rec   Y    30     1.547    1.389     0.00
 9.05   Atk2Rec   Y    30     1.547    1.395     0.00
 9.05   Atk2Rec   Y    30     1.547    1.401     0.00
 9.06   Atk2Rec   Y    30     1.547    1.409     0.00
 9.07   Atk2Rec   Y    30     1.547    1.414     0.00
 9.07   Atk2Rec   Y    30     1.547    1.420     0.00
 9.08   Atk2Rec   Y    30     1.547    1.424     0.00
 9.09   Atk2Rec   Y    30     1.547    1.429     0.00
 9.10   Atk2Rec   Y    30     1.547    1.434     0.00
 9.10   Atk2Rec   Y    30     1.547    1.440     0.00
 9.11   Atk2Rec   Y    30     1.547    1.443     0.00
 9.12   Atk2Rec   Y    30     1.547    1.446     0.00
 9.12   Atk2Rec   Y    30     1.547    1.448     0.00
 9.13   Atk2Rec   Y    30     1.547    1.452     0.00
 9.13   Atk2Rec   Y    30     1.547    1.454     0.00
 9.14   Atk2Rec   Y    30     1.547    1.457     0.00
 9.15   Atk2Rec   Y    30     1.547    1.458     0.00
 9.16   Atk2Rec   Y    30     1.547    1.460     0.00
 9.16   Atk2Rec   Y    30     1.547    1.461     0.00
 9.17   Atk2Rec   Y    30     1.547    1.461     0.00
 9.18   Atk2Rec   Y    30     1.547    1.462     0.00
 9.18   Atk2Rec   Y    30     1.547    1.462     0.00
 9.19   Atk2Rec   Y    30     1.547    1.462     0.00
 9.20   Atk2Rec   Y    30     1.547    1.462     0.00
 9.21   Atk2Rec   Y    30     1.547    1.462     0.00
 9.21   Atk2Rec   Y    30     1.547    1.462     0.00
 9.22   Atk2Rec   Y    30     1.547    1.462     0.00
 9.23   Atk2Rec   Y    30     1.547    1.462     0.00
 9.23   Atk2Rec   Y    30     1.547    1.462     0.00
 9.24   Atk2Rec   Y    30     1.547    1.462     0.00
 9.25   Atk2Rec   Y    30     1.547    1.462     0.00
 9.25   Atk2Rec   Y    30     1.547    1.462     0.00
 9.26   Atk2Rec   Y    30     1.547    1.462     0.00
 9.27   Atk2Rec   Y    30     1.547    1.462     0.00
 9.28   Atk2Rec   Y    30     1.547    1.462     0.00
 9.29   Idle      Y    30     1.547    1.462     0.00   ← 非攻击
 9.30   Idle      Y    30     1.547    1.462     0.00   ← 非攻击
 9.31   Idle      Y    30     1.547    1.462     0.26   ← 非攻击
 9.32   Idle      Y    30     1.547    1.462     0.53   ← 非攻击
 9.33   Idle      Y    30     1.547    1.462     0.78   ← 非攻击
 9.34   Idle      Y    30     1.547    1.462     1.06   ← 非攻击
 9.35   Idle      Y    30     1.547    1.462     1.34   ← 非攻击
 9.36   Idle      Y    30     1.547    1.462     1.40   ← 非攻击
 9.37   Idle      Y    30     1.547    1.462     1.40   ← 非攻击
 9.38   Idle      Y    30     1.547    1.462     1.40   ← 非攻击
 9.39   Idle      Y    30     1.547    1.462     1.40   ← 非攻击
 9.40   Idle      Y    30     1.547    1.462     1.40   ← 非攻击
 9.41   Idle      Y    30     1.547    1.462     1.40   ← 非攻击
 9.42   Idle      Y    30     1.547    1.462     1.40   ← 非攻击
 9.43   Idle      Y    30     1.547    1.462     1.40   ← 非攻击
 9.45   Idle      Y    30     1.547    1.462     1.40   ← 非攻击
 9.46   Idle      Y    30     1.547    1.462     1.40   ← 非攻击
 9.47   Idle      Y    30     1.547    1.462     1.40   ← 非攻击
 9.48   Idle      Y    30     1.547    1.462     1.40   ← 非攻击
 9.49   Idle      Y    30     1.547    1.462     1.40   ← 非攻击
 9.50   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.51   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.52   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.53   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.54   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.55   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.56   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.57   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.58   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.59   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.60   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.61   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.63   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.64   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.65   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.66   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.67   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.68   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.68   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.69   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.69   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.70   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.71   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.72   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.72   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.73   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.74   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.74   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.75   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.76   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.77   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.78   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.79   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.80   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.81   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.82   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.83   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.84   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.85   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.86   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.87   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.88   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.89   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.90   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.92   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.93   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.94   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.95   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.96   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.97   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.98   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
 9.99   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
10.00   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
10.01   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
10.02   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
10.03   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
10.04   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
10.05   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
10.06   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
10.08   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
10.08   Walk      Y    30     1.547    1.462    12.90   ← 非攻击
10.10   Walk      Y    30     1.547    1.460    12.07   ← 非攻击
10.10   Walk      Y    30     1.547    1.454    11.32   ← 非攻击
10.11   Walk      Y    30     1.547    1.441    10.56   ← 非攻击
10.13   Walk      Y    30     1.547    1.410     9.76   ← 非攻击
10.13   Walk      Y    30     1.547    1.364     9.01   ← 非攻击
10.15   Atk1      Y    30     1.547    1.297     8.15
10.16   Atk1      Y    30     1.547    1.258     7.36
10.17   Atk1      Y    30     1.547    1.228     6.42
10.18   Atk1      Y    30     1.547    1.219     5.49
10.19   Atk1      Y    30     1.547    1.227     4.65
10.20   Atk1      Y    30     1.547    1.238     3.85
10.21   Atk1      Y    30     1.547    1.248     3.06
10.22   Atk1      Y    30     1.547    1.255     2.16
10.23   Atk1      Y    30     1.547    1.255     1.31
10.25   Atk1      Y    30     1.547    1.253     0.44
10.26   Atk1      Y    30     1.547    1.253     0.00
10.26   Atk1      Y    30     1.547    1.253     0.00
10.27   Atk1      Y    30     1.547    1.253     0.00
10.28   Atk1      Y    30     1.547    1.253     0.00
10.28   Atk1      Y    30     1.547    1.253     0.00
10.29   Atk1      Y    30     1.547    1.253     0.00
10.30   Atk1      Y    30     1.547    1.253     0.00
10.30   Atk1      Y    30     1.547    1.253     0.00
10.31   Atk1      Y    30     1.547    1.253     0.00
10.32   Atk1      Y    30     1.547    1.253     0.00
10.33   Atk1      Y    30     1.547    1.253     0.00
10.34   Atk1      Y    30     1.547    1.253     0.00
10.35   Atk1      Y    30     1.547    1.252     0.00
10.36   Atk1      Y    30     1.547    1.252     0.00
10.37   Atk1      Y    30     1.547    1.252     0.00
10.38   Atk1      Y    30     1.547    1.252     0.00
10.39   Atk1      Y    30     1.547    1.253     0.00
10.40   Atk1      Y    30     1.547    1.253     0.00
10.41   Atk1      Y    30     1.547    1.253     0.00
10.42   Atk1      Y    30     1.547    1.253     0.00
10.43   Atk1      Y    30     1.547    1.253     0.00
10.44   Atk1      Y    30     1.547    1.252     0.00
10.45   Atk1      Y    30     1.547    1.250     0.00
10.47   Atk1      Y    30     1.547    1.246     0.00
10.48   Atk1      Y    30     1.547    1.242     0.00
10.49   Atk1      Y    30     1.547    1.237     0.00
10.50   Atk1Rec   Y    30     1.547    1.232     0.00
10.51   Atk1Rec   Y    30     1.547    1.228     0.00
10.52   Atk1Rec   Y    30     1.547    1.225     0.00
10.52   Atk1Rec   Y    30     1.547    1.224     0.00
10.53   Atk1Rec   Y    30     1.547    1.222     0.00
10.53   Atk1Rec   Y    30     1.547    1.221     0.00
10.54   Atk1Rec   Y    30     1.547    1.220     0.00
10.55   Atk1Rec   Y    30     1.547    1.220     0.00
10.56   Atk1Rec   Y    30     1.547    1.219     0.00
10.56   Atk1Rec   Y    30     1.547    1.220     0.00
10.57   Atk1Rec   Y    30     1.547    1.221     0.00
10.58   Atk1Rec   Y    30     1.547    1.222     0.00
10.58   Atk1Rec   Y    30     1.547    1.224     0.00
10.59   Atk1Rec   Y    30     1.547    1.226     0.00
10.60   Atk1Rec   Y    30     1.547    1.229     0.00
10.61   Atk1Rec   Y    30     1.547    1.232     0.00
10.61   Atk1Rec   Y    30     1.547    1.236     0.00
10.62   Atk1Rec   Y    30     1.547    1.241     0.00
10.63   Atk1Rec   Y    30     1.547    1.245     0.00
10.63   Atk1Rec   Y    30     1.547    1.251     0.09
10.64   Atk1Rec   Y    30     1.547    1.256     0.06
10.65   Atk1Rec   Y    30     1.547    1.261     0.07
10.65   Atk1Rec   Y    30     1.547    1.268     0.08
10.66   Atk1Rec   Y    30     1.547    1.274     0.07
10.67   Atk1Rec   Y    30     1.547    1.282     0.09
10.67   Atk1Rec   Y    30     1.547    1.289     0.08
10.68   Atk1Rec   Y    30     1.547    1.296     0.07
10.69   Atk1Rec   Y    30     1.547    1.303     0.08
10.70   Atk1Rec   Y    30     1.547    1.313     0.10
10.70   Atk1Rec   Y    30     1.547    1.319     0.06
10.71   Atk1Rec   Y    30     1.547    1.327     0.08
